Watershed_ID;Source;Name;Official_ID;Centroid_Lat_deg_N;Centroid_Lon_deg_E;Drainage_Area_km2;Drainage_Area_GSIM_km2;Flag_GSIM_boundaries;Flag_Artificial_Boundaries;Elevation_m;Slope_deg;Gravelius;Perimeter;Flag_Shape_Extraction;Aspect_deg;Flag_Terrain_Extraction;Land_Use_Forest_frac;Land_Use_Grass_frac;Land_Use_Wetland_frac;Land_Use_Water_frac;Land_Use_Urban_frac;Land_Use_Shrubs_frac;Land_Use_Crops_frac;Land_Use_Snow_Ice_frac;Flag_Land_Use_Extraction;Permeability_logk_m2;Porosity_frac;Flag_Subsoil_Extraction
2903;USGS;Spruce Run at Main Street at Glen Gardner NJ;01396582;40.69138889;-74.9369444;31.8567;NaN;0;0;237.2;3.8925;1.6847;34.308;1;212.3656;1;0.5122;0.0018;0.0959;0.0013;0.13;0.0234;0.2353;0;1;-14.1000003814697;0.009999999776483;1
2904;USGS;Mulhockaway Creek at Van Syckel NJ;01396660;40.6475;-74.96888889;30.5617;NaN;0;0;186.1;4.1346;1.3351;26.429;1;58.9488;1;0.4402;0.0008;0.1057;0.0004;0.1777;0.0389;0.2363;0;1;-13.3102565667568;0.141025645324053;1
2905;USGS;Walnut Brook near Flemington NJ;01397500;40.51527778;-74.8808333;5.8015;NaN;0;0;154.6;3.5746;1.3632;11.728;1;90.3281;1;0.5425;0.0096;0.0334;0;0.1789;0.0352;0.2004;0;1;-16.5;0.119999997317791;1
2906;USGS;Neshanic River at Reaville NJ;01398000;40.4733333;-74.82777778;66.5624;NaN;0;0;86.1;2.0151;1.485;43.669;1;87.1459;1;0.2351;0.0067;0.0472;0;0.2545;0.0241;0.4324;0;1;-15.4218389357644;0.172413790791199;1
2907;USGS;Back Brook tributary near Ringoes NJ;01398045;40.42805556;-74.8308333;5.1282;NaN;0;0;104.8;3.1977;1.1965;9.773;1;339.0272;1;0.3869;0.0057;0.0548;0;0.0798;0.06;0.4129;0;1;-14.6142856052944;0.151428570704801;1
2908;USGS;Holland Brook at Readington NJ;01398107;40.5583333;-74.73;23.3098;NaN;0;0;71.9;2.0157;1.3578;23.377;1;117.5709;1;0.3144;0.0069;0.0243;0;0.3309;0.0479;0.2756;0;1;-15.0199998219808;0.183333331346512;1
2909;USGS;North Branch Raritan River near Far Hills NJ;01398500;40.7083333;-74.6361111;67.8574;NaN;0;0;208.1;4.309;1.5222;45.376;1;173.9483;1;0.5829;0.002;0.0636;0.0049;0.2028;0.017;0.127;0;1;-14.1022730957378;0.013636363331567;1
2910;USGS;Middle Brook at Burnt Mills NJ;01399100;40.64944444;-74.6816667;17.2751;NaN;0;0;79.2;2.1525;1.5481;22.86;1;139.5394;1;0.3006;0.0021;0.0267;0;0.1748;0.0231;0.4728;0;1;-14.3899998664856;0.214000001549721;1
2911;USGS;Lamington (Black) River near Ironia NJ;01399200;40.83527778;-74.6441667;28.2307;NaN;0;0;242.2;2.7134;1.5866;28.261;1;203.744;1;0.255;0.012;0.1982;0.0275;0.4492;0.0133;0.0447;0;1;-12.9030305400039;0.076969698297255;1
2912;USGS;Lamington (Black) River near Pottersville NJ;01399500;40.7275;-74.73027778;84.9512;NaN;0;0;240.5;3.4309;2.0835;66.974;1;143.0963;1;0.4175;0.0054;0.1671;0.0096;0.2382;0.0085;0.1538;0;1;-13.6271847937871;0.033398058482455;1
2913;USGS;Upper Cold Brook near Pottersville NJ;01399510;40.7211111;-74.7522222;5.6461;NaN;0;0;226.8;2.895;1.1518;9.69;1;111.4871;1;0.4819;0.0053;0.0094;0;0.1102;0.0341;0.3593;0;1;-14.1000003814697;0.009999999776483;1
2914;USGS;Axle Brook near Pottersville NJ;01399525;40.69444444;-74.71777778;3.1598;NaN;0;0;89.4;2.4838;1.198;7.461;1;227.0689;1;0.4508;0;0.0115;0;0.0092;0.0723;0.4562;0;1;-13.3999999364217;0.243333339691162;1
2915;USGS;South B Rockaway Creek at Whitehouse Station NJ;01399670;40.61944444;-74.7736111;29.2667;NaN;0;0;110.8;3.7086;1.4328;28.674;1;111.3831;1;0.3986;0.0063;0.031;0.0211;0.2621;0.0418;0.239;0;1;-14.2973684762654;0.119473684285032;1
2916;USGS;South Branch Rockaway Creek at Whitehouse NJ;01399690;40.6233333;-74.7666667;34.1877;NaN;0;0;106.7;3.569;1.4447;29.981;1;105.4784;1;0.3888;0.0063;0.0321;0.0183;0.2922;0.0407;0.2215;0;1;-14.3634146713629;0.124634146236065;1
2917;USGS;Rockaway Creek at Whitehouse NJ;01399700;40.63027778;-74.7361111;96.0881;NaN;0;0;144;3.743;1.472;51.532;1;115.8032;1;0.4512;0.0048;0.0419;0.007;0.1964;0.0352;0.2635;0;1;-14.3504133539752;0.093801652597002;1
2918;USGS;North Branch Raritan River near Raritan NJ;01400000;40.57055556;-74.6791667;492.0953;NaN;0;0;145.2;3.2585;1.5828;124.958;1;146.4442;1;0.4239;0.0041;0.0708;0.004;0.2455;0.0253;0.2265;0;1;-14.1823719220284;0.101522436075939;1
2919;USGS;Peters Brook near Raritan NJ;01400300;40.5936111;-74.63027778;10.852;NaN;0;0;56.8;2.3815;1.1298;13.237;1;206.273;1;0.1868;0.0015;0.0402;0;0.7703;0.0012;0;0;1;-15.1999998092651;0.189999997615814;1
2920;USGS;Raritan River at Manville NJ;01400500;40.55555556;-74.58277778;1269.0879;NaN;0;0;139.5;3.0932;1.5666;200.902;1;134.7918;1;0.3622;0.0048;0.0712;0.0142;0.2566;0.0277;0.2634;0;1;-14.3599143915398;0.117686658251844;1
2921;USGS;Millstone River at Plainsboro NJ;01400730;40.32416667;-74.61388889;170.4204;NaN;0;0;42.1;0.9541;1.3951;65.628;1;260.9997;1;0.1223;0.0155;0.1881;0.0024;0.3672;0.0113;0.2931;0;1;-13.1504545428536;0.209636363522573;1
2922;USGS;Baldwins Creek at Baldwin Lake nr Pennington NJ;01400932;40.34055556;-74.7805556;6.5267;NaN;0;0;70.5;1.6352;1.2738;11.315;1;108.929;1;0.2463;0.034;0.0531;0.0066;0.2386;0.021;0.4006;0;1;-14.862499833107;0.177499998360872;1
2923;USGS;Honey B near Pennington NJ;01400953;40.3575;-74.7658333;1.813;NaN;0;0;68.4;1.6196;1.2837;6.055;1;155.4135;1;0.3649;0;0.2639;0.0069;0.0644;0;0.3;0;1;-15.1999998092651;0.189999997615814;1
2924;USGS;Stony Brook at Princeton NJ;01401000;40.33305556;-74.6819444;115.2539;NaN;0;0;84.1;1.863;1.7081;66.309;1;135.3329;1;0.4188;0.0103;0.1186;0.0035;0.212;0.0232;0.2135;0;1;-15.1945944863397;0.155472971347941;1
2925;USGS;Pike Run at Belle Mead NJ;01401650;40.46805556;-74.64888889;13.8823;NaN;0;0;51.6;2.0843;1.2899;16.805;1;93.4263;1;0.3212;0.0071;0.14;0;0.2949;0.0497;0.1871;0;1;-15.0444442960951;0.171111109356085;1
2926;USGS;Millstone River at Blackwells Mills NJ;01402000;40.475;-74.5758333;668.2136;NaN;0;0;52.7;1.3643;1.6539;154.222;1;130.0934;1;0.2307;0.0159;0.1575;0.0034;0.3666;0.0217;0.2042;0;1;-14.3991850174625;0.180069847570188;1
2927;USGS;Raritan River at Bound Brook NJ;01403000;40.55055556;-74.5519444;2017.5907;NaN;0;0;106.1;2.4246;1.8134;293.664;1;131.8923;1;0.3079;0.0089;0.1024;0.0102;0.3065;0.0257;0.2383;0;1;-14.4032937677735;0.140923017389111;1
2928;USGS;Raritan River below Calco Dam at Bound Brook NJ;01403060;40.5511111;-74.5483333;2033.1306;NaN;0;0;106.1;2.4245;1.8145;293.849;1;131.9113;1;0.3079;0.0089;0.1025;0.0102;0.3065;0.0257;0.2383;0;1;-14.4032937677735;0.140923017389111;1
2929;USGS;West Branch Middle Brook near Martinsville NJ;01403150;40.6122222;-74.5908333;5.1541;NaN;0;0;116.2;3.3818;1.1376;9.091;1;65.2839;1;0.4096;0;0.1322;0;0.4112;0.0072;0.0398;0;1;-12.9499999682109;0.106666669249535;1
2930;USGS;Green Brook at Seeley Mills NJ;01403400;40.6661111;-74.40388889;16.1355;NaN;0;0;123.9;4.5147;1.7661;25.413;1;314.6248;1;0.4992;0.0275;0.0283;0.0014;0.4346;0.004;0.0052;0;1;-13.2499999470181;0.117777779698372;1
2931;USGS;East Br Stony Brook at Best Lake at Watchung NJ;01403535;40.64;-74.44777778;4.0663;NaN;0;0;117.1;5.7513;1.1809;7.997;1;238.8558;1;0.6644;0;0.0087;0;0.3269;0;0;0;1;-13.8499999046326;0.140000000596046;1
2932;USGS;Stony Brook at Watchung NJ;01403540;40.63638889;-74.45138889;14.2708;NaN;0;0;119.3;4.8529;1.3233;17.802;1;284.4751;1;0.5294;0;0.0433;0.0019;0.4254;0;0;0;1;-13.2499999470181;0.117777779698372;1
2933;USGS;Bound Brook at Middlesex NJ;01403900;40.585;-74.50777778;125.3548;NaN;0;0;57.7;2.2913;1.6262;65.338;1;198.0974;1;0.1922;0.0058;0.0678;0.0009;0.7311;0.0009;0.0014;0;1;-15.2037499308586;0.139187498716637;1
2934;USGS;Lawrence Brook at Westons Mills NJ;01405030;40.48305556;-74.41277778;116.2899;NaN;0;0;34.1;0.9425;1.2906;49.108;1;4.2832;1;0.1362;0.0128;0.157;0.0184;0.5934;0.0082;0.0741;0;1;-14.0559440225988;0.173006994532538;1
2935;USGS;Matchaponix Brook at Spotswood NJ;01405300;40.3811111;-74.3805556;113.6999;NaN;0;0;37;0.9527;1.3228;51.005;1;251.5793;1;0.1286;0.0094;0.2179;0.0013;0.5561;0.0128;0.0739;0;1;-13.049999984535;0.212972972844098;1
2936;USGS;Manalapan Brook at Spotswood NJ;01405400;40.38944444;-74.3905556;105.412;NaN;0;0;39.2;1.0763;1.992;72.013;1;5.6611;1;0.1849;0.013;0.2192;0.0036;0.4079;0.0195;0.1518;0;1;-13.0265151370655;0.214848484505307;1
2937;USGS;South River at Old Bridge NJ;01405500;40.4061111;-74.3686111;245.0117;NaN;0;0;36;0.9872;1.4832;83.642;1;295.7412;1;0.1597;0.0097;0.2357;0.004;0.4803;0.014;0.0967;0;1;-13.0541401152398;0.213439490195293;1
2938;USGS;Deep Run at Old Bridge NJ;01406050;40.415;-74.34888889;41.4396;NaN;0;0;33.9;1.043;1.5065;34.449;1;277.9363;1;0.1732;0.0031;0.2704;0.0014;0.5206;0.0093;0.0219;0;1;-13.12;0.211599999666214;1
2939;USGS;Big Brook near Marlboro NJ;01407290;40.3197222;-74.2141667;16.6276;NaN;0;0;48.2;1.324;1.2374;18.327;1;98.8606;1;0.1915;0.031;0.1283;0;0.5208;0.0228;0.1055;0;1;-13;0.219999998807907;1
2940;USGS;Shark River near Neptune City NJ;01407705;40.1986111;-74.07;25.7962;NaN;0;0;34.1;1.1403;1.2994;23.308;1;134.0346;1;0.2825;0.0584;0.2525;0.0177;0.33;0.0304;0.0283;0;1;-13.8181818181818;0.162727277387272;1
2941;USGS;Jumping Brook near Neptune City NJ;01407760;40.2033333;-74.0658333;16.7312;NaN;0;0;34.4;0.9148;1.3054;18.769;1;175.5603;1;0.1244;0.0032;0.0929;0;0.759;0.017;0.0036;0;1;-14;0.150000005960464;1
2942;USGS;Manasquan River at Squankum NJ;01408000;40.16138889;-74.1547222;113.9589;NaN;0;0;39.2;0.801;1.4404;55.308;1;134.4919;1;0.2286;0.0126;0.1673;0.0257;0.4353;0.0089;0.1216;0;1;-13.0333332788377;0.205238096770786;1
2943;USGS;Manasquan River near Allenwood NJ;01408029;40.14666667;-74.1222222;163.9454;NaN;0;0;36.7;0.8231;1.5307;70.629;1;148.1408;1;0.2615;0.0166;0.222;0.0181;0.3694;0.0089;0.1035;0;1;-13.2654205215311;0.192476638009615;1
2944;USGS;North Branch Metedeconk River near Lakewood NJ;01408120;40.09166667;-74.1525;90.3901;NaN;0;0;33.5;0.7263;1.9222;66.058;1;138.186;1;0.2215;0.0042;0.2681;0.0009;0.4521;0.0111;0.0422;0;1;-13.8205128205128;0.162564107240775;1
2945;USGS;South Branch Metedeconk River at Lakewood NJ;01408140;40.08666667;-74.2122222;67.3394;NaN;0;0;40;0.8185;1.7053;50.652;1;110.3637;1;0.2718;0.0012;0.2543;0.0059;0.4401;0.0053;0.0214;0;1;-13.7261904761905;0.169166670668693;1
2946;USGS;Toms River near Toms River NJ;01408500;39.98638889;-74.2233333;318.567;NaN;0;0;37.5;0.5877;1.5186;97.936;1;110.0963;1;0.3472;0.0436;0.2635;0.0094;0.2906;0.019;0.0267;0;1;-13.3357843137255;0.196495099248839;1
2947;USGS;Cedar Creek at Lanoka Harbor NJ;01409000;39.8675;-74.1691667;138.0457;NaN;0;0;32.6;0.6042;1.4192;60.035;1;44.4996;1;0.5034;0.0463;0.2402;0.0057;0.1317;0.0706;0.0022;0;1;-13;0.219999998807907;1
2948;USGS;Oyster Creek near Brookville NJ;01409095;39.7983333;-74.25027778;19.2435;NaN;0;0;35.6;0.9283;1.2804;20.26;1;39.8837;1;0.6362;0.0193;0.2335;0.0081;0.0717;0.0118;0.0194;0;1;-13;0.219999998807907;1
2949;USGS;Westecunk Creek at Stafford Forge NJ;01409280;39.66666667;-74.32027778;40.9216;NaN;0;0;26;0.613;1.2486;29.265;1;144.6533;1;0.3517;0.123;0.1894;0.0134;0.0473;0.2696;0.0055;0;1;-13;0.219999998807907;1
2950;USGS;Mullica River near Batsto NJ;01409400;39.67444444;-74.665;120.9518;NaN;0;0;28.5;0.4243;1.8116;70.432;1;102.706;1;0.326;0.0135;0.4458;0.0074;0.1044;0.0464;0.0566;0;1;-13;0.219999998807907;1
2951;USGS;Pump Branch near Elm NJ;0140940810;39.6958333;-74.825;27.9717;NaN;0;0;42.5;0.6382;1.4558;27.675;1;137.7778;1;0.3494;0.0135;0.0866;0.0131;0.2997;0.0142;0.2235;0;1;-13;0.219999998807907;1
2952;USGS;West Branch Wading River near Jenkins NJ;01409810;39.68805556;-74.5480556;217.8169;NaN;0;0;31.1;0.5654;1.3433;71.652;1;181.0769;1;0.4914;0.0117;0.3676;0.0165;0.0367;0.0157;0.0604;0;1;-13;0.219999998807907;1
2953;USGS;Morses Mill Stream at Port Republic NJ;01410225;39.50638889;-74.5055556;21.3673;NaN;0;0;20.3;0.4556;1.3618;22.028;1;14.8381;1;0.3241;0.0091;0.2385;0.0161;0.2945;0.033;0.0848;0;1;-13;0.219999998807907;1
2954;USGS;Absecon Creek at Absecon NJ;01410500;39.43027778;-74.5205556;46.3606;NaN;0;0;20.3;0.5071;1.3132;32.791;1;141.7678;1;0.2941;0.0031;0.0806;0.0235;0.5883;0.0092;0.0012;0;1;-13;0.219999998807907;1
2955;USGS;Great Egg Harbor R tr at Sicklerville NJ;01410787;39.72527778;-74.9605556;4.2476;NaN;0;0;47.6;0.463;1.249;8.967;1;112.325;1;0.0938;0.0168;0.1775;0;0.5853;0.0107;0.1159;0;1;-13;0.219999998807907;1
2956;USGS;Fourmile Branch at New Brooklyn NJ;01410810;39.69638889;-74.94;20.0464;NaN;0;0;46;0.5162;1.341;22.041;1;65.1712;1;0.1431;0.0037;0.2147;0.0011;0.5598;0.0099;0.0677;0;1;-13;0.219999998807907;1
2957;USGS;Great Egg Harbor River at Folsom NJ;01411000;39.5947222;-74.8516667;147.8876;NaN;0;0;42.5;0.4661;1.6813;73.572;1;147.9173;1;0.2475;0.0146;0.2858;0.0031;0.3596;0.0149;0.0745;0;1;-13;0.219999998807907;1
2958;USGS;Tuckahoe River at Head of River NJ;01411300;39.30694444;-74.8205556;79.7712;NaN;0;0;21.8;0.4009;1.732;55.612;1;124.7566;1;0.5174;0.0431;0.3048;0.0009;0.0713;0.0342;0.0284;0;1;-13;0.219999998807907;1
2959;USGS;Little Ease Run near Clayton NJ;01411456;39.65888889;-75.0675;25.3041;NaN;0;0;44.7;0.3672;1.198;21.262;1;190.2954;1;0.2107;0.0017;0.3578;0;0.3081;0.0082;0.1135;0;1;-13;0.219999998807907;1
2960;USGS;Maurice River at Brotmanville NJ;01411485;39.52194444;-75.0733333;228.1768;NaN;0;0;39.8;0.5013;1.498;81.719;1;178.1034;1;0.2593;0.0043;0.228;0.0073;0.2641;0.0206;0.2163;0;1;-13;0.219999998807907;1
2961;USGS;Blackwater Branch at Norma NJ;01411495;39.50555556;-75.0725;32.3747;NaN;0;0;32.4;0.6028;1.4966;32.057;1;216.4814;1;0.1621;0.0039;0.1259;0.0015;0.4057;0.0422;0.2588;0;1;-13;0.219999998807907;1
2962;USGS;Maurice River at Norma NJ;01411500;39.49555556;-75.0769444;290.0772;NaN;0;0;38.1;0.5275;1.5993;98.899;1;172.352;1;0.2542;0.004;0.2089;0.006;0.2708;0.0275;0.2285;0;1;-13;0.219999998807907;1
2963;USGS;Maurice R near Millville NJ;01411800;39.44777778;-75.0725;494.6853;NaN;0;0;36;0.5706;1.4908;119.967;1;157.2635;1;0.216;0.0068;0.1898;0.0063;0.2446;0.0227;0.3137;0;1;-13;0.219999998807907;1
2964;USGS;Cohansey River at Seeley NJ;01412800;39.4725;-75.2555556;72.5193;NaN;0;0;31.7;0.6433;1.4001;42.945;1;179.1979;1;0.076;0.0013;0.0903;0.0023;0.088;0.007;0.735;0;1;-13;0.219999998807907;1
2965;USGS;BUSH KILL NEAR ARKVILLE NY;01413398;42.1508333;-74.60138889;120.9518;NaN;0;0;679.8;10.7501;1.2288;48.346;1;180.576;1;0.8951;0.0103;0.0072;0.0008;0.0323;0.0038;0.0505;0;1;-15.1999998092651;0.189999997615814;1
2966;USGS;DRY BROOK AT ARKVILLE;01413408;42.14666667;-74.6233333;212.896;NaN;0;0;710.5;11.8281;1.4518;75.783;1;207.5771;1;0.9175;0.0067;0.0069;0.0008;0.0242;0.0021;0.0418;0;1;-15.1999998092651;0.189999997615814;1
2967;USGS;EAST BRANCH DELAWARE RIVER AT MARGARETVILLE NY;01413500;42.1447222;-74.6536111;422.166;NaN;0;0;672.3;11.3184;1.4577;107.375;1;169.7648;1;0.8685;0.0044;0.0103;0.001;0.0336;0.0018;0.0804;0;1;-15.1999998092651;0.189999997615814;1
2968;USGS;PLATTE KILL AT DUNRAVEN NY;01414000;42.13305556;-74.6955556;90.3901;NaN;0;0;652.5;11.3778;1.3056;44.367;1;148.7934;1;0.8281;0.002;0.004;0;0.0266;0.0002;0.1391;0;1;-15.1999998092651;0.189999997615814;1
2969;USGS;MILL BROOK NEAR DUNRAVEN NY;01414500;42.1061111;-74.7305556;65.2674;NaN;0;0;726.4;12.7002;1.3155;37.828;1;279.5794;1;0.9356;0.0094;0.0048;0;0.0097;0;0.0406;0;1;-15.1999998092651;0.189999997615814;1
2970;USGS;TREMPER KILL NEAR ANDES NY;01415000;42.12;-74.8186111;85.9872;NaN;0;0;616.4;10.3265;1.3034;43.062;1;187.8529;1;0.7789;0.0052;0.0129;0.0028;0.0238;0.0011;0.1755;0;1;-15.1999998092651;0.189999997615814;1
2971;USGS;TERRY CLOVE KILL NEAR PEPACTON NY;01415500;42.13055556;-74.90027778;35.2237;NaN;0;0;602.8;11.2523;1.1802;25.14;1;161.309;1;0.7856;0.0041;0.0072;0.0018;0.0153;0.0119;0.1741;0;1;-15.1999998092651;0.189999997615814;1
2972;USGS;COLES CLOVE KILL NEAR PEPACTON NY;01416500;42.10555556;-74.9025;72.5193;NaN;0;0;599;11.1859;1.1724;35.709;1;173.2648;1;0.8175;0.0076;0.0067;0.0062;0.017;0.0062;0.1387;0;1;-15.1999998092651;0.189999997615814;1
2973;USGS;BEAVER KILL NEAR TURNWOOD NY;01418000;42.03416667;-74.7316667;105.671;NaN;0;0;795.6;10.9913;1.2563;46.274;1;212.2043;1;0.9667;0.0015;0.0116;0.0078;0.0049;0.0023;0.0053;0;1;-15.1999998092651;0.189999997615814;1
2974;USGS;BEAVER KILL AT CRAIGIE CLAIR NY;01418500;41.96305556;-74.8669444;212.119;NaN;0;0;727.8;10.6647;1.488;77.72;1;205.3197;1;0.9592;0.0019;0.0093;0.0068;0.0073;0.003;0.0127;0;1;-15.1999998092651;0.189999997615814;1
2975;USGS;WILLOWEMOC CREEK AT DEBRUCE NY;01419000;41.9108333;-74.7275;106.707;NaN;0;0;698.2;7.1325;1.4104;52.13;1;168.1933;1;0.9258;0.002;0.0464;0.0101;0.0087;0.0009;0.0061;0;1;-15.1845068528619;0.190211265229843;1
2976;USGS;WILLOWEMOC CREEK NR LIVINGSTON MANOR NY;01419500;41.9033333;-74.81277778;162.1324;NaN;0;0;676.3;6.8153;1.4299;65.24;1;169.4039;1;0.9217;0.0017;0.0391;0.0118;0.0119;0.0007;0.013;0;1;-15.1795346947603;0.190279067394345;1
2977;USGS;LITTLE BEAVER KILL NR LIVINGSTON MANOR NY;01420000;41.87277778;-74.7972222;52.0585;NaN;0;0;610;4.9312;1.4303;37.046;1;189.356;1;0.8522;0.0049;0.0427;0.0208;0.0522;0.0046;0.0226;0;1;-15.1029409941505;0.191323527080171;1
2978;USGS;BEAVER KILL AT COOKS FALLS NY;01420500;41.94638889;-74.9797222;624.184;NaN;0;0;656.6;8.3655;1.3532;121.347;1;183.2089;1;0.9123;0.0041;0.0218;0.0098;0.0228;0.0047;0.0245;0;1;-15.1787694130358;0.190289503055545;1
2979;USGS;E BR DELAWARE RIVER ABV READ CR AT FISHS EDDY NY;01420980;41.9761983;-75.17072468;1983.921;NaN;0;0;629.8;10.4681;1.456;232.144;1;183.4961;1;0.8795;0.0069;0.0127;0.0143;0.0255;0.004;0.0571;0;1;-15.1899119232463;0.190137559715281;1
2980;USGS;WEST BRANCH DELAWARE RIVER AT HOBART NY;01421610;42.37138889;-74.66888889;40.1446;NaN;0;0;624.7;6.8226;1.3822;30.805;1;199.7227;1;0.5464;0.0047;0.0337;0.0037;0.0855;0.0019;0.3242;0;1;-15.1999998092651;0.189999997615814;1
2981;USGS;TOWN BROOK SOUTHEAST OF HOBART NY;01421618;42.3611111;-74.6622222;37.0366;NaN;0;0;684.9;10.0406;1.1513;25.089;1;236.0675;1;0.6433;0;0.0035;0.0004;0.0187;0.0063;0.3279;0;1;-15.1999998092651;0.189999997615814;1
2982;USGS;WEST BRANCH DELAWARE RIVER UPSTREAM FROM DELHI NY;01421900;42.28027778;-74.9072222;347.0567;NaN;0;0;613;8.6589;1.5475;103.225;1;189.9759;1;0.6249;0.0057;0.0174;0.002;0.0362;0.0012;0.3126;0;1;-15.1999998092651;0.189999997615814;1
2983;USGS;WEST BRANCH DELAWARE RIVER AT DELHI NY;01422000;42.2711111;-74.9180556;367.7765;NaN;0;0;611.6;8.5938;1.571;107.902;1;183.5842;1;0.6192;0.0057;0.0165;0.0022;0.0393;0.0013;0.3159;0;1;-15.1999998092651;0.189999997615814;1
2984;USGS;LITTLE DELAWARE RIVER NEAR DELHI NY;01422500;42.2522222;-74.9016667;128.9808;NaN;0;0;646.1;9.7062;1.4221;57.761;1;202.8097;1;0.7534;0.0102;0.006;0.0044;0.0286;0.0031;0.1942;0;1;-15.1999998092651;0.189999997615814;1
2985;USGS;W B DELAWARE R NR HAMDEN NY;01422700;42.17555556;-75.0175;663.0337;NaN;0;0;608.9;8.9275;1.5603;143.79;1;187.7042;1;0.6608;0.0078;0.0139;0.0024;0.0369;0.0033;0.275;0;1;-15.1999998092651;0.189999997615814;1
2986;USGS;WOLF CREEK AT MUNDALE NY;01422738;42.25944444;-75.0419444;1.5799;NaN;0;0;610.7;5.9252;1.1691;5.221;1;230.2787;1;0.6464;0;0.0211;0;0.0287;0;0.3037;0;1;-15.1999998092651;0.189999997615814;1
2987;USGS;EAST BROOK EAST OF WALTON NY;01422747;42.17277778;-75.12138889;63.9724;NaN;0;0;566.6;8.3712;1.4094;40.268;1;192.9989;1;0.6311;0.0099;0.0076;0.0014;0.0297;0.0034;0.3168;0;1;-15.1999998092651;0.189999997615814;1
2988;USGS;WEST BRANCH DELAWARE RIVER AT WALTON NY;01423000;42.1661111;-75.14;859.8718;NaN;0;0;596.5;9.0588;1.6523;173.361;1;188.1153;1;0.6607;0.0083;0.0137;0.0021;0.0391;0.0035;0.2726;0;1;-15.1999998092651;0.189999997615814;1
2989;USGS;DRYDEN BROOK NEAR GRANTON NY;01423500;42.12194444;-75.2469444;20.9788;NaN;0;0;559.6;10.3802;1.2923;21.132;1;215.2977;1;0.8396;0.0023;0.009;0;0.022;0;0.1272;0;1;-15.1999998092651;0.189999997615814;1
2990;USGS;TROUT CREEK NEAR ROCKROYAL NY;01424000;42.1778618;-75.2787848;51.7995;NaN;0;0;536.2;7.8164;1.2019;30.88;1;176.384;1;0.6946;0.0177;0.0126;0.0022;0.0413;0.0199;0.2118;0;1;-15.1999998092651;0.189999997615814;1
2991;USGS;TROUT CREEK NEAR TROUT CREEK NY;0142400103;42.1736111;-75.2794444;52.3175;NaN;0;0;535.7;7.8661;1.2246;31.769;1;170.7322;1;0.6954;0.0192;0.0123;0.0022;0.041;0.0208;0.2092;0;1;-15.1999998092651;0.189999997615814;1
2992;USGS;SHERRUCK BROOK TRIBUTARY NEAR TROUT CREEK NY;01424108;42.18777778;-75.3155556;3.2634;NaN;0;0;570.9;6.7875;1.3236;8.762;1;183.8866;1;0.9547;0.0311;0;0;0.0073;0.0068;0.0003;0;1;-15.1999998092651;0.189999997615814;1
2993;USGS;TROUT CREEK AT CANNONSVILLE NY;01424500;42.0958333;-75.3233333;128.2038;NaN;0;0;527;8.7912;1.3284;53.692;1;171.0152;1;0.7407;0.0323;0.0132;0.0081;0.0323;0.0141;0.1594;0;1;-15.1999998092651;0.189999997615814;1
2994;USGS;COLD SPRING BROOK AT CHINA NY;01425500;42.1611111;-75.39277778;3.8591;NaN;0;0;566;7.4061;1.1218;7.807;1;174.9437;1;0.9287;0.0371;0;0;0.0083;0.0259;0;0;1;-15.1999998092651;0.189999997615814;1
2995;USGS;BUTLER BROOK AT DEPOSIT NY;01425642;42.0609168;-75.41989888;21.9112;NaN;0;0;468.1;8.4322;1.1903;19.837;1;133.255;1;0.5587;0.0068;0.0016;0.0032;0.0531;0.0059;0.3707;0;1;-15.1999998092651;0.189999997615814;1
2996;USGS;OQUAGA CREEK NEAR NORTH SANFORD NY;01425675;42.17444444;-75.44;12.147;NaN;0;0;558.9;6.0323;1.2006;15.006;1;234.0557;1;0.7688;0.005;0.0266;0.0177;0.0673;0.0118;0.1028;0;1;-15.1999998092651;0.189999997615814;1
2997;USGS;OQUAGA CREEK AT DEPOSIT NY;01426000;42.0586111;-75.4280556;175.0823;NaN;0;0;497.7;7.8877;1.5239;72.05;1;176.2856;1;0.7858;0.0027;0.0142;0.0043;0.0379;0.0074;0.1477;0;1;-15.3238093512399;0.183333330920764;1
2998;USGS;CALLICOON CREEK AT CALLICOON NY;01427500;41.7608333;-75.0483333;284.8973;NaN;0;0;444.5;6.1682;1.2977;78.753;1;176.1141;1;0.6435;0.0035;0.0114;0.0083;0.0443;0.0025;0.2865;0;1;-15.1999998092651;0.189999997615814;1
2999;USGS;North Branch Calkins Creek near Damascus, PA;01427650;41.69925517;-75.1657274;18.1816;NaN;0;0;443.8;5.0882;1.204;18.039;1;111.6615;1;0.5581;0.0097;0.034;0.0086;0.0369;0.0007;0.3521;0;1;-15.1999998092651;0.189999997615814;1
3000;USGS;TENMILE RIVER AT TUSTEN NY;01428000;41.56388889;-75.0144444;118.1029;NaN;0;0;368.7;4.0293;1.4147;55.276;1;203.304;1;0.8086;0.0011;0.0283;0.014;0.0322;0.0013;0.1147;0;1;-15.1714283831708;0.190389608020906;1
3001;USGS;West Branch Lackawaxen River near Aldenville, PA;01428750;41.67452998;-75.37601299;105.153;NaN;0;0;536.3;4.9584;1.2752;47.503;1;102.2779;1;0.5471;0.0095;0.0609;0.015;0.0439;0.0052;0.3184;0;1;-15.1999998092651;0.189999997615814;1
